               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,             0.02372,           0.0058305,            0.006174,             0.96796,             0.91353,              0.9681,             0.80545,            0.015284,           0.0026138,           0.0086711,            0.008977,            0.008977,            0.008977
                  33,            0.022794,           0.0053959,           0.0056801,             0.98965,             0.98784,             0.99094,              0.8273,            0.014447,           0.0025727,           0.0023108,            0.008944,            0.008944,            0.008944
                  34,            0.022077,           0.0055022,           0.0064167,             0.98921,             0.95334,             0.99432,             0.77519,            0.019438,             0.00267,           0.0042216,            0.008911,            0.008911,            0.008911
                  35,            0.022558,           0.0057901,           0.0057154,             0.99497,             0.99167,              0.9946,             0.84652,             0.01414,            0.002442,           0.0015436,            0.008878,            0.008878,            0.008878
                  36,            0.022249,           0.0055979,           0.0059096,             0.98519,             0.99396,               0.995,             0.83639,             0.01425,           0.0025806,           0.0014681,            0.008845,            0.008845,            0.008845
                  37,            0.021841,           0.0055202,           0.0054385,              0.9958,                   1,               0.995,             0.81262,            0.014751,           0.0024656,            0.001382,            0.008812,            0.008812,            0.008812
                  38,            0.021895,           0.0055494,           0.0058303,              0.9944,             0.99016,               0.995,              0.8497,            0.014709,           0.0024031,           0.0018331,            0.008779,            0.008779,            0.008779
                  39,            0.022659,            0.005479,           0.0060306,             0.94037,             0.92764,             0.98115,             0.84654,            0.013982,           0.0025318,            0.012387,            0.008746,            0.008746,            0.008746
                  40,             0.02111,           0.0054957,           0.0059427,             0.94815,             0.96137,             0.98424,             0.84255,             0.01466,           0.0024751,           0.0072553,            0.008713,            0.008713,            0.008713
                  41,             0.02106,           0.0055401,           0.0068686,             0.99363,             0.99938,               0.995,             0.85079,            0.014364,           0.0024801,           0.0016267,             0.00868,             0.00868,             0.00868
                  42,            0.021769,           0.0053683,           0.0057647,              0.9947,                   1,               0.995,             0.82538,            0.016399,           0.0024916,           0.0014547,            0.008647,            0.008647,            0.008647
                  43,            0.020939,           0.0054402,           0.0050426,             0.96569,             0.94375,             0.98194,             0.84458,            0.014025,           0.0024182,           0.0079242,            0.008614,            0.008614,            0.008614
                  44,            0.021077,           0.0052891,           0.0051996,             0.99463,             0.99266,               0.995,             0.85456,            0.014523,           0.0023042,           0.0014693,            0.008581,            0.008581,            0.008581
                  45,            0.020323,           0.0053829,           0.0050404,             0.98128,             0.97037,              0.9947,               0.841,            0.013756,           0.0023275,            0.003776,            0.008548,            0.008548,            0.008548
                  46,            0.019992,           0.0052616,           0.0057846,             0.93484,             0.93809,             0.98736,              0.7967,            0.015823,             0.00242,            0.010764,            0.008515,            0.008515,            0.008515
                  47,             0.02005,           0.0053987,           0.0056223,             0.97745,              0.9822,             0.99221,             0.86671,            0.012953,           0.0024063,           0.0031273,            0.008482,            0.008482,            0.008482
                  48,            0.019644,           0.0051656,           0.0047203,             0.98788,             0.97675,             0.99424,             0.83924,            0.014717,           0.0023157,           0.0030254,            0.008449,            0.008449,            0.008449
                  49,            0.021152,           0.0053375,           0.0054469,             0.94601,             0.93146,             0.98176,             0.84627,             0.01351,           0.0024158,           0.0099624,            0.008416,            0.008416,            0.008416
                  50,            0.021125,           0.0055155,           0.0059424,             0.96977,             0.95566,             0.98972,             0.81947,            0.015068,           0.0023375,           0.0060217,            0.008383,            0.008383,            0.008383
                  51,            0.019734,           0.0054521,           0.0052416,             0.99617,             0.99345,               0.995,             0.87739,            0.012243,            0.002203,           0.0012514,             0.00835,             0.00835,             0.00835
                  52,            0.019927,           0.0051887,           0.0044714,             0.99402,                0.99,             0.99262,             0.85767,            0.013231,           0.0024849,           0.0019753,            0.008317,            0.008317,            0.008317
                  53,            0.019134,           0.0050638,           0.0039818,             0.99389,             0.99167,              0.9946,             0.88073,            0.011872,           0.0021924,           0.0014075,            0.008284,            0.008284,            0.008284
                  54,            0.019675,           0.0049519,           0.0042247,             0.97667,              0.9813,             0.98525,             0.87601,            0.011984,           0.0022743,           0.0037201,            0.008251,            0.008251,            0.008251
                  55,            0.019327,           0.0050831,           0.0049861,             0.97719,             0.98333,             0.98657,             0.86531,            0.011639,           0.0023728,           0.0030407,            0.008218,            0.008218,            0.008218
                  56,            0.019575,           0.0051403,           0.0044291,             0.97872,             0.96679,             0.99361,             0.86767,             0.01234,           0.0023357,           0.0032817,            0.008185,            0.008185,            0.008185
                  57,            0.019789,           0.0054005,           0.0044678,             0.95121,             0.94251,              0.9799,             0.86667,            0.011378,           0.0022676,           0.0082117,            0.008152,            0.008152,            0.008152
                  58,            0.018542,            0.004834,           0.0042472,             0.99396,             0.99167,              0.9946,             0.89089,            0.012065,           0.0022686,           0.0011253,            0.008119,            0.008119,            0.008119
                  59,            0.019486,            0.005073,           0.0040244,             0.98688,             0.98921,             0.99424,             0.88795,            0.012166,           0.0022531,           0.0013003,            0.008086,            0.008086,            0.008086
                  60,            0.018222,           0.0049737,           0.0042337,             0.99576,             0.99231,               0.995,             0.89738,             0.01188,           0.0022086,           0.0010934,            0.008053,            0.008053,            0.008053
                  61,            0.017877,           0.0049399,           0.0042297,             0.98571,             0.99167,             0.99424,             0.88759,            0.012181,           0.0022535,           0.0013702,             0.00802,             0.00802,             0.00802
                  62,            0.017894,           0.0047495,           0.0047215,             0.98964,             0.97953,             0.99021,              0.8823,            0.011056,           0.0021444,           0.0022482,            0.007987,            0.007987,            0.007987
                  63,            0.019205,           0.0048488,           0.0043781,             0.96794,             0.95173,              0.9875,             0.86178,            0.012879,           0.0024096,           0.0068074,            0.007954,            0.007954,            0.007954
                  64,             0.01799,           0.0049442,           0.0045856,             0.99526,             0.99167,             0.99333,             0.88097,            0.011878,           0.0021854,           0.0014428,            0.007921,            0.007921,            0.007921
                  65,             0.01806,            0.004776,           0.0048174,             0.98798,             0.97666,             0.99424,             0.89915,            0.011298,            0.002264,           0.0035634,            0.007888,            0.007888,            0.007888
                  66,            0.018747,           0.0050479,           0.0046269,             0.97209,             0.98841,             0.99231,             0.87017,             0.01227,           0.0021602,           0.0034385,            0.007855,            0.007855,            0.007855
                  67,             0.01824,           0.0049952,           0.0044686,             0.99486,             0.99207,               0.995,             0.88947,             0.01104,           0.0020922,           0.0010985,            0.007822,            0.007822,            0.007822
                  68,            0.017343,           0.0047695,           0.0040303,             0.99521,             0.98835,              0.9946,             0.89834,            0.011863,           0.0021477,           0.0012863,            0.007789,            0.007789,            0.007789
                  69,            0.018619,           0.0047456,           0.0037677,             0.97902,             0.97341,               0.995,             0.88453,            0.011294,           0.0021463,           0.0037788,            0.007756,            0.007756,            0.007756
                  70,            0.017563,           0.0047677,           0.0042162,             0.99407,             0.99183,               0.995,             0.90842,            0.010389,           0.0019471,           0.0014362,            0.007723,            0.007723,            0.007723
                  71,            0.017368,           0.0048394,           0.0044881,              0.9702,             0.96087,             0.98298,             0.89449,            0.010407,           0.0020169,           0.0066115,             0.00769,             0.00769,             0.00769
                  72,            0.017345,           0.0047817,           0.0042875,             0.99055,             0.99728,               0.995,             0.86353,            0.010984,           0.0021625,           0.0011133,            0.007657,            0.007657,            0.007657
                  73,            0.017938,           0.0048683,           0.0045913,             0.96857,             0.95197,             0.98963,             0.86824,            0.012086,           0.0021451,            0.005356,            0.007624,            0.007624,            0.007624
                  74,            0.017087,           0.0045835,           0.0040744,             0.99448,             0.99677,               0.995,             0.88796,             0.01079,           0.0020431,          0.00099392,            0.007591,            0.007591,            0.007591
                  75,            0.017218,           0.0048709,           0.0040178,             0.99616,             0.99307,               0.995,              0.8806,            0.012372,           0.0021418,           0.0010939,            0.007558,            0.007558,            0.007558
                  76,            0.017005,           0.0047963,           0.0041636,             0.97668,             0.98519,               0.995,             0.90961,           0.0098304,           0.0018673,           0.0032568,            0.007525,            0.007525,            0.007525
                  77,            0.016576,           0.0046085,           0.0039497,             0.97656,             0.97776,             0.98282,             0.90456,            0.010543,           0.0018426,           0.0041033,            0.007492,            0.007492,            0.007492
                  78,             0.01797,           0.0047052,           0.0038467,             0.98941,             0.98632,               0.995,             0.88852,            0.010827,           0.0020188,           0.0019539,            0.007459,            0.007459,            0.007459
                  79,            0.017406,            0.004798,           0.0034495,             0.96494,             0.96032,             0.99227,             0.88122,             0.01259,           0.0021448,           0.0068073,            0.007426,            0.007426,            0.007426
                  80,            0.017215,           0.0046111,           0.0038248,             0.99095,             0.98191,              0.9946,             0.90784,           0.0099248,           0.0019697,           0.0026358,            0.007393,            0.007393,            0.007393
                  81,            0.017169,           0.0046993,           0.0034768,             0.98501,              0.9698,             0.99424,             0.90258,            0.010247,           0.0020601,           0.0028071,             0.00736,             0.00736,             0.00736
                  82,            0.016628,           0.0045938,           0.0038946,             0.99579,             0.99317,               0.995,             0.88945,            0.010966,            0.002119,          0.00089264,            0.007327,            0.007327,            0.007327
                  83,            0.016605,            0.004809,           0.0045299,             0.99494,                   1,               0.995,             0.90066,           0.0097729,           0.0020219,           0.0010005,            0.007294,            0.007294,            0.007294
                  84,              0.0161,           0.0043736,           0.0041102,             0.99555,                   1,               0.995,             0.89617,            0.010685,           0.0019563,          0.00087008,            0.007261,            0.007261,            0.007261
                  85,            0.016287,            0.004689,           0.0038417,             0.99443,                   1,               0.995,             0.90684,             0.01018,           0.0019773,          0.00083987,            0.007228,            0.007228,            0.007228
                  86,            0.016706,           0.0045011,           0.0034498,             0.99429,             0.99755,               0.995,             0.90364,           0.0098413,           0.0020535,          0.00084195,            0.007195,            0.007195,            0.007195
                  87,            0.015957,           0.0046753,           0.0032075,             0.99558,             0.99909,               0.995,             0.91132,           0.0092571,            0.001944,          0.00090688,            0.007162,            0.007162,            0.007162
                  88,            0.016281,           0.0046276,           0.0036226,             0.96754,             0.99046,               0.995,             0.91653,           0.0096086,           0.0020109,           0.0028692,            0.007129,            0.007129,            0.007129
                  89,            0.016287,           0.0045148,           0.0037392,              0.9877,             0.98498,             0.99456,             0.90088,           0.0095134,           0.0019655,           0.0014004,            0.007096,            0.007096,            0.007096
                  90,            0.016522,           0.0045337,           0.0033892,             0.99525,                   1,               0.995,             0.90642,           0.0095075,           0.0019445,          0.00084975,            0.007063,            0.007063,            0.007063
                  91,            0.015723,            0.004339,           0.0036323,             0.98994,             0.98742,               0.995,             0.91304,           0.0099279,           0.0019178,           0.0021572,             0.00703,             0.00703,             0.00703
                  92,            0.016978,           0.0046008,            0.004236,              0.9953,                   1,               0.995,             0.90396,           0.0096643,            0.001998,          0.00089571,            0.006997,            0.006997,            0.006997
                  93,            0.015614,            0.004345,           0.0039176,             0.97727,             0.97375,             0.99292,             0.90793,           0.0096086,           0.0019185,           0.0034774,            0.006964,            0.006964,            0.006964
                  94,            0.015794,            0.004446,           0.0034816,             0.97024,             0.97587,             0.98057,             0.86755,            0.010893,            0.002125,           0.0039306,            0.006931,            0.006931,            0.006931
                  95,            0.015954,           0.0043476,           0.0034332,             0.99465,             0.99965,               0.995,             0.92036,           0.0089817,           0.0019139,          0.00080856,            0.006898,            0.006898,            0.006898
                  96,            0.015499,           0.0044915,           0.0033269,             0.99539,             0.99244,               0.995,             0.92254,            0.009566,           0.0020236,          0.00097455,            0.006865,            0.006865,            0.006865
                  97,            0.016212,           0.0045485,           0.0032337,             0.99514,             0.99883,               0.995,             0.90666,           0.0092619,           0.0019214,          0.00089513,            0.006832,            0.006832,            0.006832
                  98,            0.015473,           0.0042618,           0.0031554,             0.99506,                   1,               0.995,             0.91819,           0.0088862,           0.0018929,          0.00080935,            0.006799,            0.006799,            0.006799
                  99,            0.015751,            0.004461,           0.0033143,             0.98941,             0.99816,               0.995,             0.92708,           0.0088908,           0.0018425,          0.00093143,            0.006766,            0.006766,            0.006766
                 100,            0.016027,           0.0043639,           0.0036532,             0.97753,             0.98333,               0.973,             0.90571,           0.0093609,           0.0019746,            0.003513,            0.006733,            0.006733,            0.006733
                 101,             0.01524,           0.0044347,           0.0027319,             0.99372,             0.99726,               0.995,             0.91509,           0.0094193,           0.0018205,          0.00092087,              0.0067,              0.0067,              0.0067
                 102,            0.015549,           0.0045257,           0.0032664,             0.99518,                   1,               0.995,             0.92783,           0.0089097,           0.0017546,          0.00073946,            0.006667,            0.006667,            0.006667
                 103,            0.015451,           0.0042623,           0.0033117,             0.99623,                   1,               0.995,             0.90826,            0.010075,           0.0019215,          0.00076657,            0.006634,            0.006634,            0.006634
                 104,            0.014899,           0.0042345,           0.0027509,             0.99648,                   1,               0.995,             0.92084,           0.0092145,           0.0018447,          0.00069729,            0.006601,            0.006601,            0.006601
                 105,             0.01499,           0.0043354,           0.0035473,              0.9933,             0.99562,               0.995,             0.91856,           0.0093297,            0.001898,           0.0011549,            0.006568,            0.006568,            0.006568
                 106,            0.014826,           0.0042372,           0.0042056,             0.99406,             0.99873,               0.995,             0.91204,           0.0097674,           0.0020046,          0.00098525,            0.006535,            0.006535,            0.006535
                 107,            0.014855,           0.0043565,           0.0036536,             0.99367,              0.9928,               0.995,             0.91724,           0.0089634,           0.0018762,           0.0012382,            0.006502,            0.006502,            0.006502
                 108,            0.014885,           0.0041905,           0.0031725,             0.99411,                   1,               0.995,             0.91716,            0.009027,           0.0018393,          0.00079598,            0.006469,            0.006469,            0.006469
                 109,            0.015528,           0.0043213,           0.0039279,             0.99431,                   1,               0.995,              0.9319,           0.0084146,           0.0016846,          0.00086779,            0.006436,            0.006436,            0.006436
                 110,            0.014843,            0.004132,           0.0031564,             0.99625,                   1,               0.995,              0.9148,           0.0092426,           0.0017935,          0.00070988,            0.006403,            0.006403,            0.006403
                 111,            0.015034,           0.0042883,           0.0031384,             0.99608,                   1,               0.995,              0.9339,           0.0085578,           0.0018072,          0.00071525,             0.00637,             0.00637,             0.00637
                 112,            0.014596,            0.004185,           0.0027483,             0.99554,                   1,               0.995,             0.93045,           0.0082869,           0.0018206,          0.00067296,            0.006337,            0.006337,            0.006337
                 113,            0.014841,           0.0041642,           0.0030096,             0.99652,                   1,               0.995,             0.91426,           0.0089673,           0.0018736,          0.00069711,            0.006304,            0.006304,            0.006304
                 114,            0.014344,           0.0041534,           0.0029251,             0.99625,                   1,               0.995,             0.93018,           0.0088275,           0.0018104,           0.0006642,            0.006271,            0.006271,            0.006271
                 115,            0.014443,           0.0041059,           0.0032424,             0.99606,                   1,               0.995,             0.93551,           0.0080444,           0.0017022,          0.00067178,            0.006238,            0.006238,            0.006238
                 116,            0.014605,           0.0042156,           0.0028331,             0.99587,                   1,               0.995,             0.93005,           0.0085777,           0.0017262,          0.00068117,            0.006205,            0.006205,            0.006205
                 117,            0.014089,           0.0043287,           0.0028233,             0.99557,                   1,               0.995,             0.93325,           0.0079698,            0.001684,          0.00070976,            0.006172,            0.006172,            0.006172
                 118,            0.014452,           0.0042648,            0.002885,             0.99546,              0.9929,               0.995,             0.93133,           0.0086988,           0.0017899,          0.00097339,            0.006139,            0.006139,            0.006139
                 119,            0.014544,           0.0042149,           0.0034957,             0.99473,                   1,               0.995,             0.92786,           0.0081847,           0.0017541,          0.00073552,            0.006106,            0.006106,            0.006106
                 120,            0.014495,           0.0042184,           0.0031174,             0.99527,                   1,               0.995,              0.9312,            0.008739,           0.0016719,          0.00070207,            0.006073,            0.006073,            0.006073
                 121,            0.014043,           0.0040109,           0.0027112,             0.99584,             0.99934,               0.995,             0.93197,           0.0084221,           0.0017385,          0.00064426,             0.00604,             0.00604,             0.00604
                 122,            0.013344,           0.0039505,           0.0025331,             0.99488,             0.99114,               0.995,             0.94328,           0.0078184,           0.0015994,          0.00085321,            0.006007,            0.006007,            0.006007
                 123,            0.014336,           0.0041819,           0.0029027,             0.99529,                   1,               0.995,             0.93366,           0.0082516,           0.0017578,          0.00070789,            0.005974,            0.005974,            0.005974
                 124,            0.013834,           0.0043239,           0.0032878,             0.99633,                   1,               0.995,             0.93577,           0.0078075,           0.0016919,          0.00064456,            0.005941,            0.005941,            0.005941
                 125,             0.01368,           0.0041496,           0.0028619,             0.99617,                   1,               0.995,             0.92779,           0.0086063,             0.00184,          0.00061014,            0.005908,            0.005908,            0.005908
                 126,            0.013451,           0.0042193,           0.0027462,             0.99585,                   1,               0.995,              0.9356,           0.0082308,           0.0018541,           0.0006086,            0.005875,            0.005875,            0.005875
                 127,            0.013758,           0.0040865,           0.0027315,             0.99406,                   1,               0.995,             0.93606,           0.0083089,           0.0017248,          0.00061206,            0.005842,            0.005842,            0.005842
                 128,            0.013704,           0.0040547,           0.0026602,               0.996,                   1,               0.995,             0.91895,           0.0091138,           0.0017003,          0.00059588,            0.005809,            0.005809,            0.005809
                 129,            0.014066,           0.0040175,           0.0030222,             0.99608,                   1,               0.995,             0.93299,           0.0079138,           0.0016189,          0.00064864,            0.005776,            0.005776,            0.005776
                 130,            0.013729,           0.0040215,             0.00329,             0.99558,                   1,               0.995,             0.92757,            0.008024,           0.0016635,          0.00071993,            0.005743,            0.005743,            0.005743
                 131,            0.013729,           0.0039262,           0.0027696,             0.98116,             0.97635,              0.9946,             0.93707,           0.0078614,           0.0017487,           0.0027816,             0.00571,             0.00571,             0.00571
                 132,            0.013648,           0.0041255,           0.0029602,             0.99635,                   1,               0.995,             0.92784,           0.0083673,           0.0017699,          0.00057322,            0.005677,            0.005677,            0.005677
                 133,             0.01364,           0.0040911,           0.0028759,             0.99611,                   1,               0.995,             0.93586,           0.0080889,           0.0016925,           0.0006381,            0.005644,            0.005644,            0.005644
                 134,            0.013837,           0.0040622,           0.0033888,             0.99516,                   1,               0.995,             0.92169,           0.0085468,           0.0018208,          0.00066501,            0.005611,            0.005611,            0.005611
                 135,            0.013082,           0.0040893,           0.0029209,             0.99626,                   1,               0.995,             0.92602,           0.0083815,           0.0017497,          0.00059658,            0.005578,            0.005578,            0.005578
                 136,            0.013553,           0.0039251,           0.0026255,             0.99682,                   1,               0.995,             0.93446,           0.0077955,           0.0017138,          0.00056516,            0.005545,            0.005545,            0.005545
                 137,            0.013352,           0.0039605,           0.0031502,             0.99246,                   1,               0.995,             0.92994,           0.0082162,           0.0017216,           0.0006319,            0.005512,            0.005512,            0.005512
                 138,            0.013189,           0.0038665,            0.003019,             0.99498,                   1,               0.995,             0.94116,           0.0077106,           0.0016316,          0.00058378,            0.005479,            0.005479,            0.005479
                 139,            0.012934,           0.0040041,           0.0031288,             0.99599,                   1,               0.995,             0.93392,           0.0076488,           0.0016141,          0.00057519,            0.005446,            0.005446,            0.005446
                 140,            0.013193,           0.0038987,           0.0024028,             0.99616,                   1,               0.995,             0.93563,            0.007607,           0.0016236,          0.00057005,            0.005413,            0.005413,            0.005413
                 141,            0.013005,           0.0042382,           0.0028721,             0.99607,                   1,               0.995,              0.9368,            0.007841,           0.0015512,           0.0005156,             0.00538,             0.00538,             0.00538
                 142,            0.013561,           0.0039958,           0.0030363,             0.99347,                   1,               0.995,             0.93717,           0.0076395,           0.0015918,          0.00059425,            0.005347,            0.005347,            0.005347
                 143,             0.01294,            0.003827,           0.0022871,             0.99618,                   1,               0.995,             0.93899,           0.0074761,           0.0015862,          0.00054718,            0.005314,            0.005314,            0.005314
                 144,            0.013566,           0.0038821,           0.0026194,             0.99588,                   1,               0.995,             0.93924,           0.0077765,           0.0016931,          0.00054952,            0.005281,            0.005281,            0.005281
                 145,            0.012827,           0.0037649,           0.0022439,             0.99583,                   1,               0.995,             0.93373,            0.007598,           0.0017083,          0.00051194,            0.005248,            0.005248,            0.005248
                 146,            0.013059,           0.0038129,           0.0022877,             0.99517,                   1,               0.995,             0.93801,           0.0076944,           0.0015503,           0.0005396,            0.005215,            0.005215,            0.005215
                 147,            0.012422,           0.0038099,           0.0022585,             0.99522,             0.99793,               0.995,             0.94062,           0.0076618,           0.0015845,          0.00057677,            0.005182,            0.005182,            0.005182
                 148,            0.012937,           0.0038643,           0.0025754,             0.99508,                   1,               0.995,              0.9308,           0.0076915,           0.0015575,          0.00056015,            0.005149,            0.005149,            0.005149
                 149,             0.01288,           0.0038225,           0.0024687,             0.99638,                   1,               0.995,             0.93177,           0.0078818,            0.001657,          0.00054917,            0.005116,            0.005116,            0.005116
                 150,            0.012549,            0.003789,           0.0023941,             0.99533,                   1,               0.995,             0.93921,           0.0077358,           0.0015692,          0.00052322,            0.005083,            0.005083,            0.005083
                 151,             0.01294,           0.0038098,           0.0024612,             0.99479,                   1,               0.995,             0.93358,           0.0076289,           0.0016595,          0.00056007,             0.00505,             0.00505,             0.00505
                 152,            0.012867,           0.0038581,            0.002523,             0.99024,                   1,               0.995,              0.9346,           0.0075501,            0.001612,          0.00057045,            0.005017,            0.005017,            0.005017
                 153,            0.012462,           0.0037699,           0.0024266,             0.99291,                   1,               0.995,             0.93657,           0.0074007,           0.0015007,          0.00055879,            0.004984,            0.004984,            0.004984
                 154,            0.012676,           0.0037704,           0.0024383,             0.99433,                   1,               0.995,             0.94226,           0.0072392,            0.001546,          0.00050832,            0.004951,            0.004951,            0.004951
                 155,            0.012557,           0.0038474,            0.002394,             0.98753,                   1,               0.995,             0.94524,           0.0077823,           0.0016418,           0.0010004,            0.004918,            0.004918,            0.004918
                 156,            0.012464,           0.0040778,           0.0028326,             0.99568,                   1,               0.995,              0.9452,           0.0074042,           0.0016226,          0.00048736,            0.004885,            0.004885,            0.004885
                 157,            0.012584,           0.0038204,           0.0027409,             0.99548,             0.99673,               0.995,             0.94524,            0.006857,           0.0015274,           0.0005317,            0.004852,            0.004852,            0.004852
                 158,            0.012293,              0.0038,           0.0021056,             0.99419,             0.99772,               0.995,             0.93778,           0.0074171,             0.00154,          0.00054142,            0.004819,            0.004819,            0.004819
                 159,            0.012304,           0.0038838,           0.0024154,             0.99603,             0.99513,               0.995,             0.93491,           0.0073938,           0.0015579,          0.00053319,            0.004786,            0.004786,            0.004786
                 160,            0.012285,           0.0037257,           0.0025938,             0.99397,              0.9975,               0.995,             0.95066,           0.0072573,           0.0016053,          0.00048819,            0.004753,            0.004753,            0.004753
                 161,            0.012551,           0.0037956,           0.0026814,             0.99332,             0.99376,               0.995,             0.93284,           0.0080828,           0.0016471,          0.00056319,             0.00472,             0.00472,             0.00472
